,DomainID,OrganismID,Genus,Organism,C
361,IRD-236,172790,Solanum,Solanum phureja,8
362,IRD-467,172790,Solanum,Solanum phureja,8
363,IRD-487,172790,Solanum,Solanum phureja,8
364,IRD-329,4565,Triticum,Triticum aestivum (Wheat),8
365,IRD-358,2094558,Prunus,Prunus yedoensis var. nudiflora,8
366,IRD-397,15368,Brachypodium,Brachypodium distachyon (Purple false brome) (Trachynia distachya),8
367,IRD-346,4096,Nicotiana,Nicotiana sylvestris (Wood tobacco) (South American tobacco),8
368,IRD-4,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),8
369,IRD-483,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),8
370,IRD-524,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),8
371,IRD-357,3760,Prunus,Prunus persica (Peach) (Amygdalus persica),8
372,IRD-387,4529,Oryza,Oryza rufipogon (Brownbeard rice) (Asian wild rice),8
373,IRD-312,81985,Capsella,Capsella rubella,8
374,IRD-696,88036,Selaginella,Selaginella moellendorffii (Spikemoss),7
375,IRD-350,74649,Rosa,Rosa chinensis (China rose),8
376,IRD-221,118701,Nicotiana,Nicotiana linearis,8
377,IRD-222,118701,Nicotiana,Nicotiana linearis,8
378,IRD-223,118701,Nicotiana,Nicotiana linearis,8
379,IRD-224,118701,Nicotiana,Nicotiana linearis,8
380,IRD-510,118701,Nicotiana,Nicotiana linearis,8
381,IRD-535,118701,Nicotiana,Nicotiana linearis,8
382,IRD-589,118701,Nicotiana,Nicotiana linearis,8
383,IRD-650,118701,Nicotiana,Nicotiana linearis,8
384,IRD-651,118701,Nicotiana,Nicotiana linearis,8
385,IRD-389,74649,Rosa,Rosa chinensis (China rose),8
386,IRD-339,192259,Genlisea,Genlisea aurea,8
387,IRD-369,74649,Rosa,Rosa chinensis (China rose),8
388,IRD-371,79200,Daucus,Daucus carota subsp. sativus (Carrot),8
389,IRD-355,74649,Rosa,Rosa chinensis (China rose),8
390,IRD-353,74649,Rosa,Rosa chinensis (China rose),7
391,IRD-399,157652,Mucuna,Mucuna pruriens (Velvet bean) (Dolichos pruriens),8
392,IRD-370,192259,Genlisea,Genlisea aurea,8
393,IRD-682,88036,Selaginella,Selaginella moellendorffii (Spikemoss),8
394,IRD-683,88036,Selaginella,Selaginella moellendorffii (Spikemoss),4
395,IRD-695,88036,Selaginella,Selaginella moellendorffii (Spikemoss),7
396,IRD-325,3755,Prunus,Prunus dulcis (Almond) (Amygdalus dulcis),8
397,IRD-308,29760,Vitis,Vitis vinifera (Grape),8
398,IRD-211,118709,Nicotiana,Nicotiana simulans,8
399,IRD-217,118709,Nicotiana,Nicotiana simulans,8
400,IRD-218,118709,Nicotiana,Nicotiana simulans,8
401,IRD-259,118709,Nicotiana,Nicotiana simulans,8
402,IRD-449,118709,Nicotiana,Nicotiana simulans,8
403,IRD-644,118709,Nicotiana,Nicotiana simulans,8
404,IRD-648,118709,Nicotiana,Nicotiana simulans,8
405,IRD-649,118709,Nicotiana,Nicotiana simulans,8
406,IRD-670,118709,Nicotiana,Nicotiana simulans,8
407,IRD-684,88036,Selaginella,Selaginella moellendorffii (Spikemoss),4
408,IRD-697,88036,Selaginella,Selaginella moellendorffii (Spikemoss),7
409,IRD-306,180498,Jatropha,Jatropha curcas (Barbados nut),8
410,IRD-352,88036,Selaginella,Selaginella moellendorffii (Spikemoss),4
411,IRD-211,118712,Nicotiana,Nicotiana umbratica,8
412,IRD-225,118712,Nicotiana,Nicotiana umbratica,8
413,IRD-226,118712,Nicotiana,Nicotiana umbratica,8
414,IRD-260,118712,Nicotiana,Nicotiana umbratica,8
415,IRD-645,118712,Nicotiana,Nicotiana umbratica,8
416,IRD-646,118712,Nicotiana,Nicotiana umbratica,8
417,IRD-647,118712,Nicotiana,Nicotiana umbratica,8
418,IRD-663,118712,Nicotiana,Nicotiana umbratica,8
419,IRD-669,118712,Nicotiana,Nicotiana umbratica,8
420,IRD-686,88036,Selaginella,Selaginella moellendorffii (Spikemoss),7
421,IRD-351,88036,Selaginella,Selaginella moellendorffii (Spikemoss),4
422,IRD-694,88036,Selaginella,Selaginella moellendorffii (Spikemoss),7
423,IRD-382,4537,Oryza,Oryza punctata (Red rice),8
424,IRD-357,3755,Prunus,Prunus dulcis (Almond) (Amygdalus dulcis),8
425,IRD-331,4565,Triticum,Triticum aestivum (Wheat),8
426,IRD-309,1088818,Apostasia,Apostasia shenzhenica,8
427,IRD-58,4108,Solanum,Solanum chacoense (Chaco potato),8
428,IRD-467,4108,Solanum,Solanum chacoense (Chaco potato),8
429,IRD-496,4108,Solanum,Solanum chacoense (Chaco potato),8
430,IRD-29,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
431,IRD-72,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
432,IRD-281,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
433,IRD-473,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
434,IRD-506,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
435,IRD-465,4113,Solanum,Solanum tuberosum (Potato),8
436,IRD-494,4113,Solanum,Solanum tuberosum (Potato),8
437,IRD-151,4113,Solanum,Solanum tuberosum (Potato),7
438,IRD-413,4113,Solanum,Solanum tuberosum (Potato),8
439,IRD-481,4113,Solanum,Solanum tuberosum (Potato),8
440,IRD-23,4113,Solanum,Solanum tuberosum (Potato),8
441,IRD-398,3827,Cicer,Cicer arietinum (Chickpea) (Garbanzo),8
442,IRD-238,4113,Solanum,Solanum tuberosum (Potato),8
443,IRD-490,4113,Solanum,Solanum tuberosum (Potato),7
444,IRD-354,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
445,IRD-8,4113,Solanum,Solanum tuberosum (Potato),8
446,IRD-403,4113,Solanum,Solanum tuberosum (Potato),8
447,IRD-525,4113,Solanum,Solanum tuberosum (Potato),8
448,IRD-380,4113,Solanum,Solanum tuberosum (Potato),7
449,IRD-58,4113,Solanum,Solanum tuberosum (Potato),8
450,IRD-278,4113,Solanum,Solanum tuberosum (Potato),8
451,IRD-437,4113,Solanum,Solanum tuberosum (Potato),8
452,IRD-475,4113,Solanum,Solanum tuberosum (Potato),8
453,IRD-83,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
454,IRD-142,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
455,IRD-144,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
456,IRD-273,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
457,IRD-463,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
458,IRD-477,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
459,IRD-538,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
460,IRD-249,4108,Solanum,Solanum chacoense (Chaco potato),8
461,IRD-498,4108,Solanum,Solanum chacoense (Chaco potato),8
462,IRD-34,4108,Solanum,Solanum chacoense (Chaco potato),8
463,IRD-426,4108,Solanum,Solanum chacoense (Chaco potato),8
464,IRD-434,4108,Solanum,Solanum chacoense (Chaco potato),8
465,IRD-278,4108,Solanum,Solanum chacoense (Chaco potato),8
466,IRD-437,4108,Solanum,Solanum chacoense (Chaco potato),8
467,IRD-475,4108,Solanum,Solanum chacoense (Chaco potato),8
468,IRD-247,4113,Solanum,Solanum tuberosum (Potato),8
469,IRD-417,4113,Solanum,Solanum tuberosum (Potato),8
470,IRD-443,4113,Solanum,Solanum tuberosum (Potato),8
471,IRD-21,4113,Solanum,Solanum tuberosum (Potato),8
472,IRD-343,33114,Capsicum,Capsicum baccatum (Peruvian pepper),8
473,IRD-27,4113,Solanum,Solanum tuberosum (Potato),8
474,IRD-274,4113,Solanum,Solanum tuberosum (Potato),7
475,IRD-430,4113,Solanum,Solanum tuberosum (Potato),8
476,IRD-470,4113,Solanum,Solanum tuberosum (Potato),8
477,IRD-504,4113,Solanum,Solanum tuberosum (Potato),8
478,IRD-63,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),7
479,IRD-407,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),8
480,IRD-459,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),7
481,IRD-406,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),8
482,IRD-275,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),7
483,IRD-470,4081,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),8
484,IRD-33,4113,Solanum,Solanum tuberosum (Potato),8
485,IRD-65,4113,Solanum,Solanum tuberosum (Potato),8
486,IRD-286,4113,Solanum,Solanum tuberosum (Potato),8
487,IRD-429,4113,Solanum,Solanum tuberosum (Potato),8
488,IRD-454,4113,Solanum,Solanum tuberosum (Potato),8
489,IRD-215,118703,Nicotiana,Nicotiana megalosiphon,8
490,IRD-216,118703,Nicotiana,Nicotiana megalosiphon,8
491,IRD-217,118703,Nicotiana,Nicotiana megalosiphon,8
492,IRD-258,118703,Nicotiana,Nicotiana megalosiphon,8
493,IRD-450,118703,Nicotiana,Nicotiana megalosiphon,8
494,IRD-509,118703,Nicotiana,Nicotiana megalosiphon,8
495,IRD-643,118703,Nicotiana,Nicotiana megalosiphon,8
496,IRD-644,118703,Nicotiana,Nicotiana megalosiphon,8
497,IRD-669,118703,Nicotiana,Nicotiana megalosiphon,8
498,IRD-167,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
499,IRD-617,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
500,IRD-687,131158,Saccharum,Saccharum hybrid cultivar R570,7
501,IRD-383,3880,Medicago,Medicago truncatula (Barrel medic) (Medicago tribuloides),8
502,IRD-342,4113,Solanum,Solanum tuberosum (Potato),8
503,IRD-185,278839,Nicotiana,Nicotiana quadrivalvis,8
504,IRD-186,278839,Nicotiana,Nicotiana quadrivalvis,8
505,IRD-189,278839,Nicotiana,Nicotiana quadrivalvis,8
506,IRD-190,278839,Nicotiana,Nicotiana quadrivalvis,8
507,IRD-575,278839,Nicotiana,Nicotiana quadrivalvis,8
508,IRD-600,278839,Nicotiana,Nicotiana quadrivalvis,8
509,IRD-607,278839,Nicotiana,Nicotiana quadrivalvis,8
510,IRD-637,278839,Nicotiana,Nicotiana quadrivalvis,8
511,IRD-638,278839,Nicotiana,Nicotiana quadrivalvis,8
512,IRD-329,4572,Triticum,Triticum urartu (Red wild einkorn) (Crithodium urartu),8
513,IRD-381,3880,Medicago,Medicago truncatula (Barrel medic) (Medicago tribuloides),8
514,IRD-264,4112,Solanum,Solanum nigrum (Black nightshade),8
515,IRD-409,4112,Solanum,Solanum nigrum (Black nightshade),8
516,IRD-458,4112,Solanum,Solanum nigrum (Black nightshade),8
517,IRD-310,3711,Brassica,Brassica campestris (Field mustard),8
518,IRD-152,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
519,IRD-153,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
520,IRD-201,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
521,IRD-254,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
522,IRD-255,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
523,IRD-606,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
524,IRD-621,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
525,IRD-622,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
526,IRD-655,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
527,IRD-658,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
528,IRD-460,109975,Solanum,Solanum americanum (American black nightshade) (Solanum nodiflorum),8
529,IRD-360,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
530,IRD-203,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
531,IRD-204,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
532,IRD-205,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
533,IRD-242,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
534,IRD-243,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
535,IRD-501,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
536,IRD-532,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
537,IRD-599,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
538,IRD-602,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
539,IRD-603,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
540,IRD-632,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
541,IRD-336,4615,Ananas,Ananas comosus (Pineapple) (Ananas ananas),8
542,IRD-74,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
543,IRD-75,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
544,IRD-76,4097,Nicotiana,Nicotiana tabacum (Common tobacco),7
545,IRD-172,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
546,IRD-184,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
547,IRD-595,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
548,IRD-596,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
549,IRD-625,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
550,IRD-626,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
551,IRD-627,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
552,IRD-300,4155,Erythranthe,Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus),8
553,IRD-153,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
554,IRD-229,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
555,IRD-253,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
556,IRD-606,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
557,IRD-653,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
558,IRD-661,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
559,IRD-277,109975,Solanum,Solanum americanum (American black nightshade) (Solanum nodiflorum),8
560,IRD-436,109975,Solanum,Solanum americanum (American black nightshade) (Solanum nodiflorum),8
561,IRD-455,109975,Solanum,Solanum americanum (American black nightshade) (Solanum nodiflorum),8
562,IRD-368,4097,Nicotiana,Nicotiana tabacum (Common tobacco),7
563,IRD-337,4615,Ananas,Ananas comosus (Pineapple) (Ananas ananas),8
564,IRD-202,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
565,IRD-620,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
566,IRD-656,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
567,IRD-176,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
568,IRD-179,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
569,IRD-180,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
570,IRD-181,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
571,IRD-182,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
572,IRD-183,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
573,IRD-569,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
574,IRD-570,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
575,IRD-571,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
576,IRD-572,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
577,IRD-584,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
578,IRD-585,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
579,IRD-666,4086,Nicotiana,Nicotiana acuminata (Acuminate tobacco),8
580,IRD-6,4097,Nicotiana,Nicotiana tabacum (Common tobacco),7
581,IRD-38,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
582,IRD-402,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
583,IRD-435,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
584,IRD-514,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
585,IRD-529,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
586,IRD-263,109975,Solanum,Solanum americanum (American black nightshade) (Solanum nodiflorum),8
587,IRD-408,109975,Solanum,Solanum americanum (American black nightshade) (Solanum nodiflorum),8
588,IRD-457,109975,Solanum,Solanum americanum (American black nightshade) (Solanum nodiflorum),8
589,IRD-322,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
590,IRD-387,4536,Oryza,Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea),8
591,IRD-321,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
592,IRD-206,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
593,IRD-207,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
594,IRD-209,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
595,IRD-210,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
596,IRD-268,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
597,IRD-401,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
598,IRD-531,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
599,IRD-578,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
600,IRD-586,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
601,IRD-597,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
602,IRD-601,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
603,IRD-2,4112,Solanum,Solanum nigrum (Black nightshade),8
604,IRD-3,4112,Solanum,Solanum nigrum (Black nightshade),8
605,IRD-515,4112,Solanum,Solanum nigrum (Black nightshade),8
606,IRD-516,4112,Solanum,Solanum nigrum (Black nightshade),8
607,IRD-211,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
608,IRD-212,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
609,IRD-213,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
610,IRD-257,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
611,IRD-269,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
612,IRD-449,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
613,IRD-639,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
614,IRD-640,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
615,IRD-641,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
616,IRD-662,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
617,IRD-672,200306,Nicotiana,Nicotiana occidentalis subsp. hesperis,8
618,IRD-653,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
619,IRD-5,4097,Nicotiana,Nicotiana tabacum (Common tobacco),7
620,IRD-523,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
621,IRD-530,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
622,IRD-191,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
623,IRD-192,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
624,IRD-623,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
625,IRD-624,4087,Nicotiana,Nicotiana alata (Winged tobacco) (Persian tobacco),8
626,IRD-628,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
627,IRD-359,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
628,IRD-42,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
629,IRD-267,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
630,IRD-293,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
631,IRD-420,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
632,IRD-428,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
633,IRD-79,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
634,IRD-80,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
635,IRD-176,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
636,IRD-219,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),7
637,IRD-220,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
638,IRD-508,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
639,IRD-576,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
640,IRD-587,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
641,IRD-588,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),7
642,IRD-324,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
643,IRD-272,4112,Solanum,Solanum nigrum (Black nightshade),8
644,IRD-299,4112,Solanum,Solanum nigrum (Black nightshade),8
645,IRD-455,4112,Solanum,Solanum nigrum (Black nightshade),8
646,IRD-214,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
647,IRD-526,4112,Solanum,Solanum nigrum (Black nightshade),8
648,IRD-387,39946,Oryza,Oryza sativa subsp. indica (Rice),8
649,IRD-61,200316,Nicotiana,Nicotiana obtusifolia,8
650,IRD-154,200316,Nicotiana,Nicotiana obtusifolia,8
651,IRD-155,200316,Nicotiana,Nicotiana obtusifolia,8
652,IRD-156,200316,Nicotiana,Nicotiana obtusifolia,7
653,IRD-157,200316,Nicotiana,Nicotiana obtusifolia,8
654,IRD-158,200316,Nicotiana,Nicotiana obtusifolia,8
655,IRD-159,200316,Nicotiana,Nicotiana obtusifolia,8
656,IRD-591,200316,Nicotiana,Nicotiana obtusifolia,7
657,IRD-592,200316,Nicotiana,Nicotiana obtusifolia,8
658,IRD-593,200316,Nicotiana,Nicotiana obtusifolia,8
659,IRD-607,200316,Nicotiana,Nicotiana obtusifolia,8
660,IRD-608,200316,Nicotiana,Nicotiana obtusifolia,8
661,IRD-609,200316,Nicotiana,Nicotiana obtusifolia,8
662,IRD-665,200316,Nicotiana,Nicotiana obtusifolia,8
663,IRD-346,49451,Nicotiana,Nicotiana attenuata (Coyote tobacco),8
664,IRD-698,132261,Cuscuta,Cuscuta campestris,8
665,IRD-314,81972,Arabidopsis,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),8
666,IRD-208,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
667,IRD-573,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
668,IRD-598,4097,Nicotiana,Nicotiana tabacum (Common tobacco),8
669,IRD-344,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
670,IRD-17,4146,Olea,Olea europaea (Common olive),8
671,IRD-129,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
672,IRD-447,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
673,IRD-479,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
674,IRD-372,131158,Saccharum,Saccharum hybrid cultivar R570,8
675,IRD-138,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
676,IRD-103,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
677,IRD-541,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
678,IRD-552,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
679,IRD-118,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
680,IRD-124,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
681,IRD-445,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
682,IRD-348,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
683,IRD-104,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
684,IRD-14,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
685,IRD-43,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
686,IRD-295,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
687,IRD-415,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
688,IRD-692,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
689,IRD-10,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
690,IRD-518,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
691,IRD-82,4072,Capsicum,Capsicum annuum (Capsicum pepper),7
692,IRD-137,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
693,IRD-148,4072,Capsicum,Capsicum annuum (Capsicum pepper),7
694,IRD-110,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
695,IRD-95,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
696,IRD-114,4072,Capsicum,Capsicum annuum (Capsicum pepper),9
697,IRD-554,4072,Capsicum,Capsicum annuum (Capsicum pepper),9
698,IRD-539,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
699,IRD-446,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
700,IRD-112,4072,Capsicum,Capsicum annuum (Capsicum pepper),9
701,IRD-113,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
702,IRD-556,4072,Capsicum,Capsicum annuum (Capsicum pepper),9
703,IRD-558,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
704,IRD-132,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
705,IRD-111,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
706,IRD-126,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
707,IRD-553,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
708,IRD-105,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
709,IRD-106,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
710,IRD-550,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
711,IRD-563,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
712,IRD-108,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
713,IRD-698,267555,Cuscuta,Cuscuta australis,8
714,IRD-85,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
715,IRD-86,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
716,IRD-537,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
717,IRD-92,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
718,IRD-107,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
719,IRD-139,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
720,IRD-548,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
721,IRD-562,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
722,IRD-135,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
723,IRD-330,906689,Dendrobium,Dendrobium catenatum,8
724,IRD-521,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
725,IRD-28,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
726,IRD-50,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
727,IRD-280,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
728,IRD-472,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
729,IRD-482,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
730,IRD-60,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
731,IRD-117,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
732,IRD-549,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
733,IRD-100,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
734,IRD-127,4072,Capsicum,Capsicum annuum (Capsicum pepper),7
735,IRD-149,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
736,IRD-555,4072,Capsicum,Capsicum annuum (Capsicum pepper),7
737,IRD-354,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
738,IRD-94,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
739,IRD-561,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
740,IRD-439,267555,Cuscuta,Cuscuta australis,8
