DomainID,UniprotID,UniprotID
IRD-551,T1PZB4,1
IRD-551,T1PZF6,1
IRD-551,T1PZF9,1
IRD-551,T1PZJ5,1
IRD-551,T1PZJ8,1
IRD-552,T1PZ65,1
IRD-552,T1PZ68,1
IRD-552,T1PZ72,1
IRD-552,T1PZ75,1
IRD-552,T1PZ78,1
IRD-552,T1PZ86,1
IRD-552,T1PZ90,1
IRD-552,T1PZF2,1
IRD-552,T1PZK4,1
IRD-553,T1PZF8,1
IRD-554,T1PZB6,1
IRD-555,T1PZJ7,1
IRD-556,T1PZF7,1
IRD-557,T1PZ88,1
IRD-558,D2CGT3,1
IRD-559,A0A2G2X8V0,2
IRD-559,T1PZE6,2
IRD-559,A0A097J9C1,1
IRD-559,A0A097J9D7,1
IRD-559,A0A1U8G7B9,1
IRD-559,Q4U5Z3,1
IRD-559,Q4Z8K3,1
IRD-559,Q4ZIQ6,1
IRD-559,T1PZ64,1
IRD-559,T1PZ73,1
IRD-559,T1PZ76,1
IRD-559,T1PZ85,1
IRD-559,T1PZ91,1
IRD-559,T1PZA9,1
IRD-559,T1PZB1,1
IRD-559,T1PZB3,1
IRD-559,T1PZB4,1
IRD-559,T1PZB5,1
IRD-559,T1PZF0,1
IRD-559,T1PZF5,1
IRD-559,T1PZK0,1
IRD-56,J7EQ14,1
IRD-56,O82735,1
IRD-56,P01080,1
IRD-560,A0A097J9B6,1
IRD-560,A0A097J9C0,1
IRD-560,A0A097J9C1,1
IRD-560,A0A097J9C5,1
IRD-560,A0A097J9D3,1
IRD-560,A0A097J9D7,1
IRD-560,D2CGQ2,1
IRD-560,D2CGT6,1
IRD-560,Q4U5Z4,1
IRD-560,Q4Z8K2,1
IRD-560,Q4Z8K3,1
IRD-560,Q4ZIQ3,1
IRD-560,Q4ZIQ6,1
IRD-560,T1PZE8,1
IRD-560,T1PZJ8,1
IRD-560,T1PZK0,1
IRD-560,T1PZL0,1
IRD-561,T1PZK7,1
IRD-562,T1PZK2,1
IRD-563,Q9SDL4,1
IRD-564,Q4U5Z3,1
IRD-565,A0A1U7Y2F0,1
IRD-566,A0A1U7Y2F0,1
IRD-567,A0A1U7Y2F0,1
IRD-568,A0A1U7Y2F0,1
IRD-569,Q1WL38,1
IRD-57,Q3S483,1
IRD-57,Q3S485,1
IRD-570,Q1WL38,1
IRD-571,Q1WL38,1
IRD-572,Q1WL38,1
IRD-573,A0A1S4A0N1,1
IRD-574,Q1WL29,1
IRD-575,Q1WL30,1
IRD-576,Q6H238,1
IRD-577,Q1WL37,1
IRD-578,B3F0C1,1
IRD-579,Q9SDW7,1
IRD-579,Q9SDW8,1
IRD-58,A0A0V0GZD4,1
IRD-58,A0A1X9QDN7,1
IRD-58,J7ENS8,1
IRD-58,J7EQ13,1
IRD-580,Q9SDW7,1
IRD-580,Q9SDW8,1
IRD-581,Q9SDW7,1
IRD-581,Q9SDW8,1
IRD-582,A0A1U7Y2F0,1
IRD-583,A0A1U7Y2F0,1
IRD-584,Q1WL38,1
IRD-585,Q1WL38,1
IRD-586,A0A1S4A0N1,1
IRD-586,B3F0C1,1
IRD-587,Q6H238,1
IRD-588,Q6H238,1
IRD-589,Q1WL42,1
IRD-59,Q43652,1
IRD-590,Q1WL41,1
IRD-591,Q1WL31,1
IRD-591,Q1WL35,1
IRD-592,Q1WL31,1
IRD-592,Q1WL35,1
IRD-593,Q1WL31,1
IRD-593,Q1WL35,1
IRD-594,Q1WL36,2
IRD-595,A0A1S4CNP7,1
IRD-595,A0A1S4CNR9,1
IRD-595,A0A1S4CPA1,1
IRD-596,A0A1S4CNP7,2
IRD-596,A0A1S4CNR9,2
IRD-596,A0A1S4CPA1,2
IRD-597,A0A1S4A0N1,1
IRD-597,B3F0C1,1
IRD-598,A0A1S4A0N1,1
IRD-599,A0A1S3YZT7,1
IRD-6,A0A1S3Z2Q3,1
IRD-60,T1PZK4,1
IRD-600,Q1WL29,2
IRD-600,Q1WL30,2
IRD-601,B3F0C1,1
IRD-602,A0A1S3YZT7,1
IRD-603,A0A1S3YZT7,1
IRD-604,A0A1U7WDA6,7
IRD-604,A0A1U7XTK4,1
IRD-604,Q1WL44,1
IRD-605,A0A1U7WDA6,1
IRD-606,A0A1U7WDA6,1
IRD-606,Q1WL43,1
IRD-606,Q1WL44,1
IRD-606,Q2XVY5,1
IRD-606,Q3SBE6,1
IRD-606,Q40378,1
IRD-606,Q9SQ77,1
IRD-607,Q1WL30,1
IRD-607,Q1WL31,1
IRD-607,Q1WL35,1
IRD-608,Q1WL31,1
IRD-608,Q1WL35,1
IRD-609,Q1WL31,2
IRD-609,Q1WL35,2
IRD-61,Q1WL31,1
IRD-61,Q1WL35,1
IRD-610,Q9SDW8,2
IRD-611,Q9SDW7,1
IRD-611,Q9SDW8,1
IRD-612,Q9SDW7,1
IRD-612,Q9SDW8,1
IRD-613,Q1WL36,1
IRD-614,Q1WL36,1
IRD-615,Q84LJ9,3
IRD-615,Q5YLI5,2
IRD-615,A0A1J6J0L2,1
IRD-616,Q5YLI5,2
IRD-616,A0A1J6J0L2,1
IRD-616,Q84LJ9,1
IRD-617,A0A1J6J0L2,1
IRD-617,Q84LJ9,1
IRD-618,A0A1J6J0L2,1
IRD-618,Q5YLI5,1
IRD-618,Q84LJ9,1
IRD-619,A0A1J6J0L2,1
IRD-619,Q1WL39,1
IRD-619,Q5YLI5,1
IRD-619,Q84LJ9,1
IRD-62,I3QHF0,1
IRD-62,P05119,1
IRD-62,Q6H3X6,1
IRD-620,Q1WL44,1
IRD-620,Q2XVY5,1
IRD-621,Q1WL43,1
IRD-621,Q2XVY5,1
IRD-622,Q1WL43,1
IRD-623,Q40378,1
IRD-624,Q40378,2
IRD-625,A0A1S4CNP7,1
IRD-625,A0A1S4CNR9,1
IRD-625,A0A1S4CPA1,1
IRD-626,A0A1S4CNP7,1
IRD-626,A0A1S4CNR9,1
IRD-626,A0A1S4CPA1,1
IRD-627,A0A1S4CPA1,1
IRD-628,A0A1S4CNR9,1
IRD-629,Q1WL39,1
IRD-63,I3QHF1,1
IRD-63,I6Q7H6,1
IRD-630,Q1WL39,1
IRD-631,Q1WL39,2
IRD-632,A0A1S3YZT7,1
IRD-633,Q1WL40,1
IRD-634,Q1WL40,1
IRD-635,Q1WL40,2
IRD-636,Q1WL29,1
IRD-637,Q1WL29,1
IRD-637,Q1WL30,1
IRD-638,Q1WL29,1
IRD-638,Q1WL30,1
IRD-639,Q1WL49,1
IRD-64,M1DJV3,1
IRD-640,Q1WL49,1
IRD-640,Q1WL50,1
IRD-641,Q1WL49,1
IRD-642,Q1WL45,1
IRD-643,Q1WL48,1
IRD-644,Q1WL47,1
IRD-644,Q1WL48,1
IRD-645,Q1WL46,1
IRD-646,Q1WL46,1
IRD-647,Q1WL46,1
IRD-648,Q1WL47,1
IRD-649,Q1WL47,1
IRD-65,M1B8F7,1
IRD-650,Q1WL42,1
IRD-651,Q1WL41,1
IRD-651,Q1WL42,1
IRD-652,Q1WL41,1
IRD-653,Q3SBE6,1
IRD-653,Q9SQ77,1
IRD-654,Q1WL50,1
IRD-655,A0A1U7WDA6,1
IRD-655,Q1WL43,1
IRD-655,Q1WL44,1
IRD-655,Q3SBE6,1
IRD-656,Q2XVY5,1
IRD-657,Q1WL45,1
IRD-658,Q1WL43,2
IRD-658,Q1WL44,2
IRD-658,Q2XVY5,2
IRD-658,A0A1U7WDA6,1
IRD-658,Q3SBE6,1
IRD-659,Q1WL36,2
IRD-66,A0A1X9QDP7,1
IRD-660,Q1WL36,1
IRD-661,Q40378,2
IRD-661,Q9SQ77,2
IRD-662,Q1WL49,1
IRD-663,Q1WL46,1
IRD-664,Q1WL51,1
IRD-665,Q1WL31,1
IRD-665,Q1WL35,1
IRD-666,Q1WL37,1
IRD-666,Q1WL38,1
IRD-667,Q1WL39,1
IRD-668,Q1WL40,1
IRD-669,Q1WL46,1
IRD-669,Q1WL48,1
IRD-669,Q1WL50,1
IRD-67,A0A2G3A0T9,1
IRD-670,Q1WL47,1
IRD-671,Q1WL51,1
IRD-672,Q1WL49,1
IRD-673,Q1WL45,1
IRD-674,Q1WL41,1
IRD-675,A0A1U7Y2F0,1
IRD-676,A0A2P5BLP1,1
IRD-677,A0A2Z7C1T8,1
IRD-678,A0A2G9G784,1
IRD-679,A0A2G9G672,1
IRD-679,A0A2G9H7E3,1
IRD-68,A0A2G3AW51,1
IRD-680,A0A068UQ46,1
IRD-680,A0A6P6UW59,1
IRD-681,W9RZD9,1
IRD-682,D8RWY6,1
IRD-683,D8SAC5,1
IRD-684,D8SAC2,1
IRD-685,A0A068UQG0,1
IRD-686,D8QVL2,1
IRD-687,A0A059Q2U6,1
IRD-688,A0A2P5EHN1,1
IRD-689,A0A097H191,1
IRD-689,A0A097H1D1,1
IRD-689,C0SKK6,1
IRD-689,K7W5K0,1
IRD-689,M1AJ82,1
IRD-689,M1AJ83,1
IRD-69,A0A3Q7FEJ3,1
IRD-690,A0A097H193,1
IRD-690,B0FZ75,1
IRD-691,A0A0V0GNA2,1
IRD-692,A0A1U8GFH5,1
IRD-692,A0A2G3A0X2,1
IRD-692,A0A2G3AW40,1
IRD-693,Q9M514,1
IRD-694,D8QVL0,1
IRD-695,D8QVP9,1
IRD-695,D8SAC5,1
IRD-696,D8SAC0,1
IRD-697,D8SAC2,1
IRD-698,A0A328DMQ9,1
IRD-698,A0A484LDR5,1
IRD-7,A0A3Q7IU74,1
IRD-70,A0A3Q7FH23,1
IRD-71,A0A3Q7IU74,1
IRD-72,A0A2G2X8Q0,1
IRD-73,A0A3Q7FH03,1
IRD-74,A0A1S4CNP7,1
IRD-74,A0A1S4CNR9,1
IRD-74,A0A1S4CPA1,1
IRD-75,A0A1S4CNR9,1
IRD-75,A0A1S4CPA1,1
IRD-76,A0A1S4CNP7,1
IRD-76,A0A1S4CPA1,1
IRD-77,Q1WL45,1
IRD-78,A0A2G3A0S4,1
IRD-78,Q4U5Z5,1
IRD-78,Q4ZIQ2,1
IRD-78,Q4ZIQ4,1
IRD-78,Q4ZIQ5,1
IRD-79,Q6H238,1
IRD-8,M1AJ80,1
IRD-80,Q6H238,1
IRD-81,Q1WL41,1
IRD-82,T1PZ85,1
IRD-83,A0A1U8G7B9,1
IRD-83,A0A2G2V3L7,1
IRD-83,D2CGT4,1
IRD-83,T1PZ64,1
IRD-83,T1PZ73,1
IRD-83,T1PZ85,1
IRD-83,T1PZ89,1
IRD-83,T1PZ91,1
IRD-83,T1PZB1,1
IRD-83,T1PZB2,1
IRD-83,T1PZB3,1
IRD-83,T1PZB4,1
IRD-83,T1PZF0,1
IRD-83,T1PZF5,1
IRD-83,T1PZK2,1
IRD-84,A0A097J9B6,1
IRD-84,A0A097J9C1,1
IRD-84,A0A097J9C5,1
IRD-84,A0A097J9D3,1
IRD-84,A0A097J9D7,1
IRD-84,A0A1U8G7B9,1
IRD-84,A0A2G3A0U2,1
IRD-84,D2CGQ2,1
IRD-84,D2CGT3,1
IRD-84,D2CGT4,1
IRD-84,D2CGT5,1
IRD-84,D2CGT7,1
IRD-84,D2CGT9,1
IRD-84,D2CH22,1
IRD-84,Q4U5Z4,1
IRD-84,Q4Z8K2,1
IRD-84,Q4Z8K3,1
IRD-84,Q4ZIQ6,1
IRD-84,T1PZ78,1
IRD-84,T1PZ85,1
IRD-84,T1PZ86,1
IRD-84,T1PZ91,1
IRD-84,T1PZB1,1
IRD-84,T1PZB2,1
IRD-84,T1PZB7,1
IRD-84,T1PZE8,1
IRD-84,T1PZF0,1
IRD-84,T1PZJ8,1
IRD-84,T1PZK7,1
IRD-85,T1PZ64,1
IRD-86,T1PZ64,1
IRD-87,A0A2G3AW63,2
IRD-88,A0A2G3AW63,1
IRD-89,T1PZB4,1
IRD-9,Q00782,1
IRD-90,A0A097J9B6,1
IRD-90,A0A097J9C0,1
IRD-90,A0A097J9C5,1
IRD-90,A0A097J9D3,1
IRD-90,D2CGT5,1
IRD-90,D2CGT7,1
IRD-90,D2CH22,1
IRD-90,Q4U5Z4,1
IRD-90,Q4Z8K2,1
IRD-90,Q4ZIQ3,1
IRD-90,T1PZB7,1
IRD-90,T1PZL0,1
IRD-91,T1PZF6,1
IRD-92,T1PZ89,1
IRD-93,A0A097J9D6,1
IRD-93,A0A2G2X8V0,1
IRD-93,T1PZ65,1
IRD-93,T1PZ68,1
IRD-93,T1PZ72,1
IRD-93,T1PZ75,1
IRD-93,T1PZ84,1
IRD-93,T1PZ89,1
IRD-93,T1PZA9,1
IRD-93,T1PZB0,1
IRD-93,T1PZB5,1
IRD-93,T1PZB6,1
IRD-93,T1PZE6,1
IRD-93,T1PZF2,1
IRD-93,T1PZF5,1
IRD-93,T1PZF8,1
IRD-93,T1PZF9,1
IRD-93,T1PZJ5,1
IRD-94,T1PZK7,1
IRD-95,T1PZB5,1
IRD-96,T1PZB3,1
IRD-97,T1PZ76,1
IRD-98,T1PZ76,1
IRD-99,T1PZL0,1
